"N2","Depth"
0.000404705890756318,2.0946
0.000532565997532946,2.4461
0.000877308737069775,2.7908
0.000961264012416237,3.0906
0.00110597318949875,3.4342
0.00126615504979489,3.7839
0.00132840226990768,4.1357
0.00118910525013968,4.4871
0.00109903681025109,4.8401
0.000900326519131761,5.2426
0.000842458499439312,5.595
0.000662317180425636,5.9447
0.000501000616157966,6.2475
0.0003705152723707,6.5986
0.000261614760700641,6.9039
0.000161018838295678,7.2043
0.000103880769293023,7.4537
8.65567020193621e-05,7.7524
6.70541381368821e-05,8.0019
3.27686392406841e-05,8.2507
